Geneid,shScramble,shDDX41,DMSO,CX5461
ENSG00000186092.7,0.0,0.0,0.0,0.0
ENSG00000284733.2,0.0,0.0,0.0,0.0
ENSG00000284662.2,0.0,0.0,0.0,0.0
ENSG00000187634.13,1.146766575214517,1.1516329861361605,0.0,0.6628693384008749
ENSG00000188976.11,122.63033241062908,137.02686376701976,179.017168086844,164.73140619797627
ENSG00000187961.15,49.22129785797289,66.37766092108255,20.05172252489899,19.50963583639118
ENSG00000187583.11,5.545418895154988,9.745664945557932,2.2808091310112912,0.8013592813122139
ENSG00000187642.10,0.0,0.0,0.0,0.0
ENSG00000188290.11,47.07281902481629,42.97506992987531,14.080630252450744,19.788843504890515
ENSG00000187608.10,154.51059313755368,193.9578415635549,121.04686368504368,124.39924372840778
ENSG00000188157.15,97.36678034040492,28.574967044163543,50.46965797484228,48.571487434606176
ENSG00000237330.3,0.0,0.0,0.0,0.0
ENSG00000131591.18,12.865117459746031,30.39932184852933,9.96023070056307,10.061102536474904
ENSG00000162571.14,0.0,0.0,0.0,0.0
ENSG00000186891.14,0.0,0.0,0.0,0.0
ENSG00000186827.12,2.422435519896185,0.0,0.0,1.4002485467384556
ENSG00000078808.20,320.5875773930045,234.79648641883352,197.0847527040993,194.75287885975
ENSG00000176022.7,23.878909848531023,5.1386233349305455,13.095069798654729,9.859147521598752
ENSG00000184163.3,10.667358197982086,16.06893919117077,0.0,0.0
ENSG00000160087.21,91.79021821819376,121.88209877660351,102.35246450187977,109.06327281273998
ENSG00000162572.21,0.0,3.581077876889486,0.0,0.6870784794555155
ENSG00000131584.19,18.132793730243925,28.694138801461257,5.725292826127612,8.893274909226667
ENSG00000169972.13,34.432535183372856,32.75872376018223,38.7590681986968,36.66370484594536
ENSG00000127054.22,142.66747653234745,177.77535257067413,103.78523616983078,102.32585533857949
ENSG00000224051.7,61.79343835977841,78.97993673687769,33.887199773902005,41.13058842767949
ENSG00000169962.5,0.0,1.3826223937151252,0.0,0.0
ENSG00000107404.21,105.98935421287146,118.8157729374976,41.22749536135308,42.03090208879407
ENSG00000162576.17,165.11285725410565,25.20365641773637,67.3669910670124,59.55502170763642
ENSG00000175756.14,609.7310548268747,810.6262032087575,687.7451548697629,692.8746157956001
ENSG00000221978.13,157.3326197243302,201.5381290283451,52.1517019542198,61.84158208282562
ENSG00000242485.6,152.15731599492483,222.25892328315425,181.1076751504534,179.90182810463358
ENSG00000235098.9,0.0,0.0,0.0,0.0
ENSG00000205116.4,0.0,1.4935072484177991,0.0,0.0
ENSG00000179403.12,17.94706670959612,7.588727057311052,11.914094317588628,13.650004342588598
ENSG00000215915.10,0.0,0.0,0.0,0.0
ENSG00000160072.20,28.01118355851853,31.25561292063531,10.923510883677634,16.911016309003013
ENSG00000197785.14,50.07501654091621,107.75895973744156,71.39828352391517,68.64107147849921
ENSG00000205090.10,0.0,4.78308891802893,0.0,0.0
ENSG00000160075.12,108.5614530758505,164.57482842953235,93.66261313516556,99.92379244863602
ENSG00000228594.4,0.0,0.0,7.411555848512209,5.208080752934934
ENSG00000197530.13,36.7475387103362,42.41146245538514,7.820240746269215,9.511031341769288
ENSG00000189409.14,0.0,0.0,0.0,0.0
ENSG00000248333.9,12.337762569098764,30.28695759298605,10.524834035881522,7.924042635554297
ENSG00000189339.12,33.357870356405456,21.008115607648577,9.301669003923385,11.438451996371516
ENSG00000008128.23,9.408672864886857,19.842058836059245,4.643700478536854,5.438526803949754
ENSG00000008130.15,74.72800416627683,109.54862260436762,61.7061922655126,55.11121861018634
ENSG00000078369.19,172.1927795496527,142.06330259675926,154.86458257020828,167.52198352771012
ENSG00000169885.10,0.0,0.0,0.0,0.0
ENSG00000178821.13,11.960775379487414,6.005766022700075,11.478647120383284,13.82745439904225
ENSG00000142609.20,0.0,0.0,0.0,0.0
ENSG00000187730.9,0.0,0.0,0.0,0.0
